codelist_code,term_code,term_value,collected_value,term_preferred_term,term_synonyms
C74456,C12286,"LUNG, RIGHT MIDDLE LOBE","LUNG, RIGHT MIDDLE LOBE",Middle Lobe of the Right Lung,Middle Lobe of the Right Lung
C74456,C33023,"LUNG, RIGHT UPPER LOBE","LUNG, RIGHT UPPER LOBE",Upper Lobe of the Right Lung,Upper Lobe of the Right Lung
C74456,C33483,"LUNG, RIGHT","LUNG, RIGHT",Right Lung,Right Lung
C74456,C132402,"LUNG, RIGHT, INFERIOR LOBE, ANTERIOR BASAL SEGMENT","LUNG, RIGHT, INFERIOR LOBE, ANTERIOR BASAL SEGMENT","Right Lung, Inferior Lobe, Anterior Basal Segment",
C74456,C132403,"LUNG, RIGHT, INFERIOR LOBE, LATERAL BASAL SEGMENT","LUNG, RIGHT, INFERIOR LOBE, LATERAL BASAL SEGMENT","Right Lung, Inferior Lobe, Lateral Basal Segment",
C74456,C132404,"LUNG, RIGHT, INFERIOR LOBE, MEDIAL BASAL SEGMENT","LUNG, RIGHT, INFERIOR LOBE, MEDIAL BASAL SEGMENT","Right Lung, Inferior Lobe, Medial Basal Segment",
C74456,C132405,"LUNG, RIGHT, INFERIOR LOBE, POSTERIOR BASAL SEGMENT","LUNG, RIGHT, INFERIOR LOBE, POSTERIOR BASAL SEGMENT","Right Lung, Inferior Lobe, Posterior Basal Segment",
C74456,C132406,"LUNG, RIGHT, INFERIOR LOBE, SUPERIOR SEGMENT","LUNG, RIGHT, INFERIOR LOBE, SUPERIOR SEGMENT","Right Lung, Inferior Lobe, Superior Segment",
C74456,C132407,"LUNG, RIGHT, MIDDLE LOBE, LATERAL SEGMENT","LUNG, RIGHT, MIDDLE LOBE, LATERAL SEGMENT","Right Lung, Middle Lobe, Lateral Segment",
C74456,C132408,"LUNG, RIGHT, MIDDLE LOBE, MEDIAL SEGMENT","LUNG, RIGHT, MIDDLE LOBE, MEDIAL SEGMENT","Right Lung, Middle Lobe, Medial Segment",
C74456,C132409,"LUNG, RIGHT, SUPERIOR LOBE, ANTERIOR SEGMENT","LUNG, RIGHT, SUPERIOR LOBE, ANTERIOR SEGMENT","Right Lung, Superior Lobe, Anterior Segment",
C74456,C132410,"LUNG, RIGHT, SUPERIOR LOBE, APICAL SEGMENT","LUNG, RIGHT, SUPERIOR LOBE, APICAL SEGMENT","Right Lung, Superior Lobe, Apical Segment",
C74456,C132411,"LUNG, RIGHT, SUPERIOR LOBE, POSTERIOR SEGMENT","LUNG, RIGHT, SUPERIOR LOBE, POSTERIOR SEGMENT","Right Lung, Superior Lobe, Posterior Segment",
C74456,C33031,LYMPH NODE HILUM,LYMPH NODE HILUM,Lymph Node Hilum,Lymph Node Hilum
C74456,C12745,LYMPH NODE,LYMPH NODE,Lymph Node,Lymphatic Gland
C74456,C26464,MACULA,MACULA,Macula,
C74456,C32968,"MAIN BRONCHUS, LEFT","MAIN BRONCHUS, LEFT",Left Main Bronchus,Left Main Bronchus
C74456,C33486,"MAIN BRONCHUS, RIGHT","MAIN BRONCHUS, RIGHT",Right Main Bronchus,Right Main Bronchus
C74456,C61599,MALE GENITALIA,MALE GENITALIA,Male Genitalia,Male Genitalia
C74456,C12722,MALE REPRODUCTIVE SYSTEM,MALE REPRODUCTIVE SYSTEM,Male Reproductive System,
C74456,C33051,MALLEUS,MALLEUS,Malleus,Malleus
C74456,C12367,MAMMARY GLAND,MAMMARY GLAND,Mammary Gland,
C74456,C12290,MANDIBLE,MANDIBLE,Mandible,"Bone, Mandibular; Inferior Maxillary Bone; Lower Jaw; Mandible"
C74456,C13074,MASSETER MUSCLE,MASSETER MUSCLE,Masseter Muscle,
C74456,C12503,MASTOID PROCESS,MASTOID PROCESS,Mastoid Process,Mastoid Process
C74456,C26470,MAXILLA,MAXILLA,Maxilla,
C74456,C12275,MAXILLARY SINUS,MAXILLARY SINUS,Maxillary Sinus,Maxillary Sinus
C74456,C201432,MECKELS CAVE,MECKELS CAVE,Trigeminal Cave,
C74456,C139204,MEDIAL FEMORAL CONDYLE,MEDIAL FEMORAL CONDYLE,Medial Femoral Condyle,
C74456,C139164,MEDIAL NASAL TURBINATE,MEDIAL NASAL TURBINATE,Medial Nasal Turbinate,Media Nasal Concha; Nasal Middle Turbinate
C74456,C33070,MEDIAN BASILIC VEIN,MEDIAN BASILIC VEIN,Median Basilic Vein,Median Cubital Vein
C74456,C52815,MEDIAN NERVE,MEDIAN NERVE,Median Nerve,
C74456,C103417,MEDIAN OR LOWER CERVICAL LYMPH NODE,MEDIAN OR LOWER CERVICAL LYMPH NODE,Median Or Lower Cervical Lymph Node,
C74456,C33073,MEDIASTINAL LYMPH NODE,MEDIASTINAL LYMPH NODE,Mediastinal Lymph Node,
C74456,C164004,MEDIASTINAL SOFT TISSUE,MEDIASTINAL SOFT TISSUE,Mediastinal Soft Tissue,
C74456,C12748,MEDIASTINUM,MEDIASTINUM,Mediastinum,
C74456,C32098,"MEDIASTINUM, ANTERIOR","MEDIASTINUM, ANTERIOR",Anterior Mediastinum,Anterior Mediastinum
C74456,C33123,"MEDIASTINUM, MIDDLE","MEDIASTINUM, MIDDLE",Middle Mediastinum,Middle Mediastinum
C74456,C33368,"MEDIASTINUM, POSTERIOR","MEDIASTINUM, POSTERIOR",Posterior Mediastinum,Posterior Mediastinum
C74456,C33684,"MEDIASTINUM, SUPERIOR","MEDIASTINUM, SUPERIOR",Superior Mediastinum,Superior Mediastinum
C74456,C12442,MEDULLA OBLONGATA,MEDULLA OBLONGATA,Medulla Oblongata,
C74456,C12348,MENINGES,MENINGES,Meninges,
C74456,C186127,MENTALIS MUSCLE,MENTALIS MUSCLE,Mentalis Muscle,
C74456,C52975,MESENTERIC ARTERY,MESENTERIC ARTERY,Mesenteric Artery,
C74456,C77641,MESENTERIC LYMPH NODE,MESENTERIC LYMPH NODE,Mesenteric Lymph Node,
C74456,C53055,MESENTERIC VEIN,MESENTERIC VEIN,Mesenteric Vein,
C74456,C33103,MESENTERY,MESENTERY,Mesentery,
C74456,C33105,MESOTHELIUM,MESOTHELIUM,Mesothelium,
C74456,C127667,METACARPAL 1 BASE,METACARPAL 1 BASE,Metacarpal 1 Base,
C74456,C52796,METACARPAL BONE 1,METACARPAL BONE 1,Metacarpal Bone Digit 1,
C74456,C52795,METACARPAL BONE 2,METACARPAL BONE 2,Metacarpal Bone Digit 2,
C74456,C52794,METACARPAL BONE 3,METACARPAL BONE 3,Metacarpal Bone Digit 3,
C74456,C52793,METACARPAL BONE 4,METACARPAL BONE 4,Metacarpal Bone Digit 4,
C74456,C52792,METACARPAL BONE 5,METACARPAL BONE 5,Metacarpal Bone Digit 5,
C74456,C12751,METACARPAL BONE,METACARPAL BONE,Metacarpal Bone,
C74456,C102316,METACARPOPHALANGEAL JOINT 1,METACARPOPHALANGEAL JOINT 1,Metacarpophalangeal Joint 1,MCP1
C74456,C102317,METACARPOPHALANGEAL JOINT 2,METACARPOPHALANGEAL JOINT 2,Metacarpophalangeal Joint 2,MCP2
C74456,C102318,METACARPOPHALANGEAL JOINT 3,METACARPOPHALANGEAL JOINT 3,Metacarpophalangeal Joint 3,MCP3
C74456,C102319,METACARPOPHALANGEAL JOINT 4,METACARPOPHALANGEAL JOINT 4,Metacarpophalangeal Joint 4,MCP4
C74456,C102320,METACARPOPHALANGEAL JOINT 5,METACARPOPHALANGEAL JOINT 5,Metacarpophalangeal Joint 5,MCP5
C74456,C12752,METATARSAL BONE,METATARSAL BONE,Metatarsal Bone,Metatarsal Bone
C74456,C102321,METATARSOPHALANGEAL JOINT 1,METATARSOPHALANGEAL JOINT 1,Metatarsophalangeal Joint 1,MTP1
C74456,C102322,METATARSOPHALANGEAL JOINT 2,METATARSOPHALANGEAL JOINT 2,Metatarsophalangeal Joint 2,MTP2
C74456,C102323,METATARSOPHALANGEAL JOINT 3,METATARSOPHALANGEAL JOINT 3,Metatarsophalangeal Joint 3,MTP3
C74456,C102324,METATARSOPHALANGEAL JOINT 4,METATARSOPHALANGEAL JOINT 4,Metatarsophalangeal Joint 4,MTP4
C74456,C102325,METATARSOPHALANGEAL JOINT 5,METATARSOPHALANGEAL JOINT 5,Metatarsophalangeal Joint 5,MTP5
C74456,C33108,METATARSOPHALANGEAL JOINT,METATARSOPHALANGEAL JOINT,Metatarsophalangeal Joint,Metatarsophalangeal Joint
C74456,C102326,MID-CIRCUMFLEX ARTERY,MID-CIRCUMFLEX ARTERY,Mid-Circumflex Artery,MCIRC; MID-CIRCUMFLEX ARTERY SEGMENT
C74456,C132511,MID-JUGULAR LYMPH NODE,MID-JUGULAR LYMPH NODE,Middle Jugular Lymph Node Group (Level III),
C74456,C102328,MID-LAD ARTERY,MID-LAD ARTERY,Mid-Left Anterior Descending Artery,MID-LAD ARTERY SEGMENT; MLAD
C74456,C102329,MID-RIGHT CORONARY ARTERY CONDUIT,MID-RIGHT CORONARY ARTERY CONDUIT,Mid-Right Coronary Artery Conduit,Mid-right Coronary Artery; MID-RIGHT CORONARY ARTERY CONDUIT SEGMENT; MRCA
C74456,C102327,MID/DISTAL LEFT ANTERIOR DESCENDING CORONARY ARTERY AND ALL DIAGONAL CORONARY BRANCHES,MID/DISTAL LEFT ANTERIOR DESCENDING CORONARY ARTERY AND ALL DIAGONAL CORONARY BRANCHES,Mid-Distal Left Anterior Descending Coronary Artery and All Diagonal Coronary Branches,
C74456,C12510,MIDBRAIN,MIDBRAIN,Mesencephalon,Mesencephalon
C74456,C12830,MIDDLE CEREBRAL ARTERY,MIDDLE CEREBRAL ARTERY,Middle Cerebral Artery,MCA
C74456,C12274,MIDDLE EAR,MIDDLE EAR,Middle Ear,
C74456,C33118,MIDDLE FRONTAL GYRUS,MIDDLE FRONTAL GYRUS,Middle Frontal Gyrus,
C74456,C142297,MIDDLE PHALANX 2 OF THE HAND,MIDDLE PHALANX 2 OF THE HAND,Hand Digit 2 Middle Phalanx,
C74456,C142298,MIDDLE PHALANX 3 OF THE HAND,MIDDLE PHALANX 3 OF THE HAND,Hand Digit 3 Middle Phalanx,
C74456,C142299,MIDDLE PHALANX 4 OF THE HAND,MIDDLE PHALANX 4 OF THE HAND,Hand Digit 4 Middle Phalanx,
C74456,C142300,MIDDLE PHALANX 5 OF THE HAND,MIDDLE PHALANX 5 OF THE HAND,Hand Digit 5 Middle Phalanx,
C74456,C33125,MIDDLE TEMPORAL GYRUS,MIDDLE TEMPORAL GYRUS,Middle Temporal Gyrus,
C74456,C127306,MITRAL VALVE ANNULUS,MITRAL VALVE ANNULUS,Mitral Valve Annulus,
C74456,C12753,MITRAL VALVE,MITRAL VALVE,Mitral Valve,Left Atrioventricular Valve; Mitral Valve
C74456,C127668,"MITRAL VALVE, ANTERIOR ANNULUS","MITRAL VALVE, ANTERIOR ANNULUS",Anterior Annulus of the Mitral Valve,"Mitral Valve, Anteroseptal Annulus"
C74456,C127669,"MITRAL VALVE, ANTERIOR CUSP","MITRAL VALVE, ANTERIOR CUSP",Anterior Cusp of the Mitral Valve,
C74456,C127670,"MITRAL VALVE, POSTERIOR ANNULUS","MITRAL VALVE, POSTERIOR ANNULUS",Posterior Annulus of the Mitral Valve,"Mitral Valve, Posterolateral Annulus"
C74456,C127671,"MITRAL VALVE, POSTERIOR CUSP","MITRAL VALVE, POSTERIOR CUSP",Posterior Cusp of the Mitral Valve,
C74456,C97339,MOTOR CORTEX,MOTOR CORTEX,Primary Motor Cortex,
C74456,C12226,MUCOSA OF THE LIP,MUCOSA OF THE LIP,Mucosa of the Lip,
C74456,C13166,MUCOSA,MUCOSA,Mucosa,Mucosa; Mucous Membrane
C74456,C13056,MUSCLE,MUSCLE,Muscle,
C74456,C12754,MUSCULOSKELETAL SYSTEM,MUSCULOSKELETAL SYSTEM,Musculoskeletal System,
C74456,C12371,MYOCARDIUM,MYOCARDIUM,Myocardium,Myocardium
C74456,C12314,MYOMETRIUM,MYOMETRIUM,Myometrium,Myometrium
C74456,C170605,NAIL BED,NAIL BED,Nail Bed,
C74456,C33156,NAIL,NAIL,Nail,Nail
C74456,C33157,NASAL BONE,NASAL BONE,Nasal Bone,Nasal Bone
C74456,C12424,NASAL CAVITY,NASAL CAVITY,Nasal Cavity,
C74456,C33160,NASAL SEPTUM,NASAL SEPTUM,Nasal Septum,Nasal Septum
C74456,C164006,NASAL SOFT TISSUE,NASAL SOFT TISSUE,Nasal Soft Tissue,
C74456,C12423,NASOPHARYNX,NASOPHARYNX,Nasopharynx,
C74456,C33162,NAVICULAR BONE,NAVICULAR BONE,Navicular Bone,Navicular Bone
C74456,C204658,NECK EXTENSOR MUSCLES,NECK EXTENSOR MUSCLES,Neck Extensor Muscles,
C74456,C225642,NECK SOFT TISSUE,NECK SOFT TISSUE,Neck Soft Tissue,
C74456,C13063,NECK,NECK,Neck,Neck
C74456,C12466,NERVE,NERVE,Nerve,
C74456,C12299,NIPPLE,NIPPLE,Nipple,
C74456,C12756,NOSE,NOSE,Nose,Nose
C74456,C33178,NOSTRIL,NOSTRIL,Nostril,Naris; Nostril
C74456,C142301,NUCHAL LYMPH NODE,NUCHAL LYMPH NODE,Nuchal Lymph Node,
C74456,C52733,NUCLEUS ACCUMBENS,NUCLEUS ACCUMBENS,Accumbens Nucleus,
C74456,C97342,NUCLEUS OF DIAGONAL BAND,NUCLEUS OF DIAGONAL BAND,Nucleus of Diagonal Band,BASAL NUCLEUS/DIAGONAL BAND
C74456,C33191,OBTURATOR EXTERNUS MUSCLE,OBTURATOR EXTERNUS MUSCLE,Obturator Externus Muscle,
C74456,C33192,OBTURATOR INTERNUS MUSCLE,OBTURATOR INTERNUS MUSCLE,Obturator Internus Muscle,
C74456,C88141,OBTURATOR LYMPH NODE,OBTURATOR LYMPH NODE,Obturator Lymph Node,
C74456,C33193,OBTURATOR MUSCLE,OBTURATOR MUSCLE,Obturator Muscle,
C74456,C12757,OCCIPITAL BONE,OCCIPITAL BONE,Occipital Bone,
C74456,C177767,OCCIPITAL CORTEX,OCCIPITAL CORTEX,Occipital Lobe Cortex,
C74456,C12355,OCCIPITAL LOBE,OCCIPITAL LOBE,Occipital Lobe,
C74456,C98188,OCCIPITAL LYMPH NODE,OCCIPITAL LYMPH NODE,Occipital Lymph Node,
C74456,C103456,OCCIPITAL SCALP,OCCIPITAL SCALP,Occipital Scalp,
C74456,C225643,OCCIPITO-TEMPORAL REGION,OCCIPITO-TEMPORAL REGION,Occipito-Temporal Region,
C74456,C12758,OCULOMOTOR NERVE,OCULOMOTOR NERVE,Oculomotor Nerve,Third Cranial Nerve
C74456,C225644,OLECRANON BURSA,OLECRANON BURSA,Olecranon Bursa,
C74456,C33200,OLECRANON,OLECRANON,Olecranon,Olecranon
C74456,C28401,OLFACTORY BULB,OLFACTORY BULB,Olfactory Bulb,
C74456,C33205,OLFACTORY MUCOSA,OLFACTORY MUCOSA,Olfactory Mucosa,
C74456,C12759,OLFACTORY NERVE,OLFACTORY NERVE,Olfactory Nerve,
C74456,C33209,OMENTUM,OMENTUM,Omentum,
C74456,C33216,OPHTHALMIC ARTERY,OPHTHALMIC ARTERY,Ophthalmic Artery,
C74456,C150853,OPPONENS POLLICIS MUSCLE,OPPONENS POLLICIS MUSCLE,Opponens Pollicis Muscle,
C74456,C90609,OPTIC CHIASM,OPTIC CHIASM,Optic Chiasm,
C74456,C12760,OPTIC DISC,OPTIC DISC,Optic Disc,Optic Nerve Head
C74456,C12761,OPTIC NERVE,OPTIC NERVE,Optic Nerve,Second Cranial Nerve
C74456,C12421,ORAL CAVITY,ORAL CAVITY,Oral Cavity,Buccal cavity; Mouth
C74456,C77637,ORAL MUCOSA,ORAL MUCOSA,Oral Mucosa,
C74456,C52886,ORBICULARIS OCULI MUSCLE,ORBICULARIS OCULI MUSCLE,Orbicularis Oculi Muscle,
C74456,C12347,ORBIT,ORBIT,Orbit,Eye Socket; Ocular Orbit; Orbit
C74456,C186128,OROPHARYNGEAL SOFT TISSUE,OROPHARYNGEAL SOFT TISSUE,Oropharyngeal Soft Tissue,
C74456,C12762,OROPHARYNX,OROPHARYNX,Oropharynx,
C74456,C174318,OSTIOMEATAL COMPLEX,OSTIOMEATAL COMPLEX,Ostiomeatal Complex,Osteomeatal Complex
C74456,C33244,OVARIAN FOLLICLE,OVARIAN FOLLICLE,Ovarian Follicle,
C74456,C12404,OVARY,OVARY,Ovary,
C74456,C186129,PALATAL RUGAE,PALATAL RUGAE,Palatal Rugae,Palatine Rugae
C74456,C12229,PALATE,PALATE,Palate,
C74456,C52745,PALATINE BONE,PALATINE BONE,Palatine Bone,Palatine Bone
C74456,C12232,PALATINE UVULA,PALATINE UVULA,Uvula,
C74456,C33252,PALM,PALM,Palmar Region,
C74456,C177994,PALMAR DIGITAL ARTERY,PALMAR DIGITAL ARTERY,Palmar Digital Artery,
C74456,C12901,PALPEBRAL CONJUNCTIVA,PALPEBRAL CONJUNCTIVA,Palpebral Conjunctiva,
C74456,C174322,PALPEBRAL FISSURE,PALPEBRAL FISSURE,Palpebral Fissure,
C74456,C12393,PANCREAS,PANCREAS,Pancreas,
C74456,C12270,"PANCREAS, BODY","PANCREAS, BODY",Body of the Pancreas,Body of the Pancreas
C74456,C12608,"PANCREAS, ENDOCRINE","PANCREAS, ENDOCRINE",Islet of Langerhans,Endocrine Pancreas
C74456,C32546,"PANCREAS, EXOCRINE","PANCREAS, EXOCRINE",Exocrine Pancreas,Exocrine Pancreas
C74456,C12269,"PANCREAS, HEAD","PANCREAS, HEAD",Head of the Pancreas,Head of the Pancreas
C74456,C158551,"PANCREAS, NECK","PANCREAS, NECK",Neck of the Pancreas,
C74456,C12271,"PANCREAS, TAIL","PANCREAS, TAIL",Tail of the Pancreas,Tail of the Pancreas
C74456,C12272,PANCREATIC DUCT,PANCREATIC DUCT,Pancreatic Duct,
C74456,C33259,PAPILLARY MUSCLE,PAPILLARY MUSCLE,Papillary Muscle,Papillary Muscle
C74456,C77643,PARA-AORTIC LYMPH NODE,PARA-AORTIC LYMPH NODE,Paraaortic Lymph Node,"Lymph Node, Para-Aortic"
C74456,C117869,PARACAVAL LYMPH NODE,PARACAVAL LYMPH NODE,Paracaval Lymph Node,
C74456,C89787,PARACOLIC GUTTER,PARACOLIC GUTTER,Paracolic Gutter,
C74456,C225645,PARAESOPHAGEAL LYMPH NODE,PARAESOPHAGEAL LYMPH NODE,Paraesophageal Lymph Node,
C74456,C147453,PARALARYNGEAL LYMPH NODE,PARALARYNGEAL LYMPH NODE,Paralaryngeal Lymph Node,
C74456,C12320,PARAMETRIUM,PARAMETRIUM,Parametrium,Parametrium
C74456,C12763,PARANASAL SINUS,PARANASAL SINUS,Paranasal Sinus,
C74456,C142302,PARAPHARYNGEAL LYMPH NODE,PARAPHARYNGEAL LYMPH NODE,Parapharyngeal Lymph Node,
C74456,C52902,PARASPINAL MUSCLES,PARASPINAL MUSCLES,Erector Spinae,Erector Spinae; Extensor Spinae; Sacrospinalis Muscle
C74456,C166000,PARASPINAL REGION,PARASPINAL REGION,Paraspinal Region,
C74456,C225646,PARASPINAL SOFT TISSUE,PARASPINAL SOFT TISSUE,Paraspinal Soft Tissue,
C74456,C52557,PARASYMPATHETIC GANGLIA,PARASYMPATHETIC GANGLIA,Parasympathetic Ganglion,
C74456,C12765,PARATHYROID GLAND,PARATHYROID GLAND,Parathyroid Gland,
C74456,C103426,PARATRACHEAL LYMPH NODE,PARATRACHEAL LYMPH NODE,Paratracheal Lymph Node,
C74456,C186130,"PARATRACHEAL LYMPH NODE, UPPER","PARATRACHEAL LYMPH NODE, UPPER",Upper Paratracheal Lymph Node,
C74456,C97925,PARAVERTEBRAL GANGLIA,PARAVERTEBRAL GANGLIA,Para-Spinal Ganglion,Paraspinal Ganglion; Spinal Ganglion
C74456,C12766,PARIETAL BONE,PARIETAL BONE,Parietal Bone,
C74456,C177764,PARIETAL CORTEX,PARIETAL CORTEX,Parietal Lobe Cortex,
C74456,C12354,PARIETAL LOBE,PARIETAL LOBE,Parietal Lobe,Parietal Lobe
C74456,C33273,PARIETAL PLEURA,PARIETAL PLEURA,Parietal Pleura,
C74456,C225647,PARIETO-OCCIPITAL REGION,PARIETO-OCCIPITAL REGION,Parieto-Occipital Region,
C74456,C225648,PARIETO-TEMPORAL REGION,PARIETO-TEMPORAL REGION,Parieto-Temporal Region,
C74456,C33278,PAROTID GLAND LYMPH NODE,PAROTID GLAND LYMPH NODE,Parotid Gland Lymph Node,Parotid Gland Lymph Node
C74456,C12427,PAROTID GLAND,PAROTID GLAND,Parotid Gland,
C74456,C97341,PARS COMPACTA,PARS COMPACTA,Pars Compacta,
C74456,C33282,PATELLA,PATELLA,Patella,
C74456,C187835,PATELLAR TENDON,PATELLAR TENDON,Patellar Tendon,
C74456,C77660,PAW,PAW,Paw,
C74456,C120322,PECTORAL LYMPH NODE,PECTORAL LYMPH NODE,Pectoral Lymph Node,
C74456,C33284,PECTORALIS MAJOR MUSCLE,PECTORALIS MAJOR MUSCLE,Pectoralis Major,
C74456,C33285,PECTORALIS MINOR MUSCLE,PECTORALIS MINOR MUSCLE,Pectoralis Minor,
C74456,C33287,PELVIC BONE,PELVIC BONE,Pelvic Bone,Pelvic Bone
C74456,C12363,PELVIC LYMPH NODE,PELVIC LYMPH NODE,Pelvic Lymph Node,Pelvic Lymph Node
C74456,C225649,PELVIC MUSCLE,PELVIC MUSCLE,Pelvic Muscle,
C74456,C189531,PELVIC SIDEWALL,PELVIC SIDEWALL,Pelvic Sidewall,
C74456,C225650,PELVIC SOFT TISSUE,PELVIC SOFT TISSUE,Pelvic Soft Tissue,
C74456,C12767,PELVIS,PELVIS,Pelvis,Pelvic Region; Pelvis
C74456,C177995,PENILE ARTERY,PENILE ARTERY,Penile Artery,
C74456,C12409,PENIS,PENIS,Penis,
C74456,C12325,"PENIS, BODY","PENIS, BODY",Body of the Penis,
C74456,C12324,"PENIS, GLANS","PENIS, GLANS",Glans Penis,
C74456,C124350,"PENIS, RADIX","PENIS, RADIX",Radix Penis,
C74456,C164007,PERI-ORBITAL SOFT TISSUE,PERI-ORBITAL SOFT TISSUE,Periorbital Soft Tissue,
C74456,C99148,PERIANAL REGION,PERIANAL REGION,Perianal Region,
C74456,C38662,PERICARDIAL CAVITY,PERICARDIAL CAVITY,Pericardial Cavity,
C74456,C117870,PERICARDIAL LYMPH NODE,PERICARDIAL LYMPH NODE,Pericardial Lymph Node,
C74456,C127672,PERICARDIAL WALL,PERICARDIAL WALL,Pericardial Wall,
C74456,C13005,PERICARDIUM,PERICARDIUM,Pericardium,
C74456,C170601,PERIFACIAL LYMPH NODE,PERIFACIAL LYMPH NODE,Perifacial Lymph Node,
C74456,C102330,PERIHILAR LYMPH NODE,PERIHILAR LYMPH NODE,Perihilar Lymph Node,
C74456,C186131,PERIMENINGEAL SPACE,PERIMENINGEAL SPACE,Perimeningeal Space,
C74456,C33301,PERINEUM,PERINEUM,Perineum,Perineum
C74456,C77642,PERIPANCREATIC LYMPH NODE,PERIPANCREATIC LYMPH NODE,Pancreatic Lymph Node,
C74456,C12768,PERIPHERAL NERVE,PERIPHERAL NERVE,Peripheral Nerve,
C74456,C154774,PERIRECTAL LYMPH NODE,PERIRECTAL LYMPH NODE,Perirectal Lymph Node,
C74456,C12769,PERITONEAL CAVITY,PERITONEAL CAVITY,Peritoneal Cavity,
C74456,C77612,PERITONEAL FLUID,PERITONEAL FLUID,Peritoneal Fluid,
C74456,C77644,PERITONEAL LYMPH NODE,PERITONEAL LYMPH NODE,Peritoneal Lymph Node,
C74456,C12770,PERITONEUM,PERITONEUM,Peritoneum,
C74456,C139205,PERIUMBILICAL REGION,PERIUMBILICAL REGION,Periumbilical Region,
C74456,C132412,PERIURETERAL REGION,PERIURETERAL REGION,Periureteral Region,
C74456,C111287,PERIURETHRAL REGION,PERIURETHRAL REGION,Periurethral Region,
C74456,C178003,PERIVESICAL REGION,PERIVESICAL REGION,Perivesical Region,
C74456,C33314,PERONEAL ARTERY,PERONEAL ARTERY,Peroneal Artery,
C74456,C52814,PERONEAL NERVE,PERONEAL NERVE,Peroneal Nerve,"Nerve, Fibular"
C74456,C186132,PERONEUS BREVIS MUSCLE,PERONEUS BREVIS MUSCLE,Peroneus Brevis Muscle,
C74456,C53171,PERONEUS LONGUS MUSCLE,PERONEUS LONGUS MUSCLE,Peroneus Longus,
C74456,C225651,PES ANSERINE BURSA,PES ANSERINE BURSA,Pes Anserine Bursa,
C74456,C33318,PHARYNGEAL TONSIL,PHARYNGEAL TONSIL,Pharyngeal Tonsil,Adenoid
C74456,C12425,PHARYNX,PHARYNX,Pharynx,
C74456,C52813,PHRENIC NERVE,PHRENIC NERVE,Phrenic Nerve,
C74456,C12398,PINEAL GLAND,PINEAL GLAND,Pineal Gland,Pineal Body
C74456,C12855,PISIFORM BONE,PISIFORM BONE,Pisiform Bone,Pisiform Bone
C74456,C12399,PITUITARY GLAND,PITUITARY GLAND,Pituitary Gland,Hypophysis; Hypophysis Cerebri
C74456,C13272,PLACENTA,PLACENTA,Placenta,
C74456,C186133,PLANTAR FLEXOR MUSCLES,PLANTAR FLEXOR MUSCLES,Plantar Flexor Muscles,
C74456,C12469,PLEURA,PLEURA,Pleura,
C74456,C12840,PLEURAL CAVITY,PLEURAL CAVITY,Pleural Cavity,
C74456,C77613,PLEURAL FLUID,PLEURAL FLUID,Pleural Fluid,
C74456,C12511,PONS VAROLII,PONS VAROLII,Pons Varolii,Pons; Pons Varolii
C74456,C116180,POPLITEAL ARTERY ABOVE KNEE,POPLITEAL ARTERY ABOVE KNEE,Popliteal Artery Above the Knee,
C74456,C116181,POPLITEAL ARTERY BELOW KNEE,POPLITEAL ARTERY BELOW KNEE,Popliteal Artery Below the Knee,
C74456,C33337,POPLITEAL ARTERY,POPLITEAL ARTERY,Popliteal Artery,
C74456,C103222,POPLITEAL FOSSA,POPLITEAL FOSSA,Popliteal Fossa,
C74456,C53146,POPLITEAL LYMPH NODE,POPLITEAL LYMPH NODE,Popliteal Lymph Node,
C74456,C33339,POPLITEAL VEIN,POPLITEAL VEIN,Popliteal Vein,
C74456,C117871,PORTA HEPATIS LYMPH NODE,PORTA HEPATIS LYMPH NODE,Porta Hepatis Lymph Node,
C74456,C117872,PORTACAVAL LYMPH NODE,PORTACAVAL LYMPH NODE,Portacaval Lymph Node,Portocaval Lymph Node
C74456,C77645,PORTAL LYMPH NODE,PORTAL LYMPH NODE,Portal Lymph Node,Periportal Lymph Node
C74456,C132413,PORTAL VEIN BIFURCATION,PORTAL VEIN BIFURCATION,Portal Vein Bifurcation,
C74456,C33343,PORTAL VEIN,PORTAL VEIN,Portal Vein,Hepatic Portal Vein
C74456,C214695,"PORTAL VEIN, LEFT BRANCH","PORTAL VEIN, LEFT BRANCH",Left Portal Vein,
C74456,C214696,"PORTAL VEIN, RIGHT BRANCH","PORTAL VEIN, RIGHT BRANCH",Right Portal Vein,
C74456,C33346,POSTCENTRAL GYRUS,POSTCENTRAL GYRUS,Postcentral Gyrus,
C74456,C12831,POSTERIOR CEREBRAL ARTERY,POSTERIOR CEREBRAL ARTERY,Posterior Cerebral Artery,PCA
C74456,C103428,POSTERIOR CERVICAL LYMPH NODE,POSTERIOR CERVICAL LYMPH NODE,Posterior Cervical Lymph Node,
C74456,C154778,POSTERIOR CINGULATE CORTEX,POSTERIOR CINGULATE CORTEX,Posterior Cingulate Cortex,
C74456,C102348,POSTERIOR DESCENDING SEPTAL PERFORATORS ARTERY,POSTERIOR DESCENDING SEPTAL PERFORATORS ARTERY,Septal Perforator Artery,PDSP; POSTERIOR DESCENDING SEPTAL PERFORATORS ARTERY SEGMENT
C74456,C33362,POSTERIOR INFERIOR CEREBELLAR ARTERY,POSTERIOR INFERIOR CEREBELLAR ARTERY,Posterior Inferior Cerebellar Artery,PICA
